TF	EntrezID	Complex_Name	PubMedID	Proteins	V2	V2	V2	V2	V2	SYMBOL	GENE_ID_Check
SIN3A	25942	Anti-HDAC2 complex	12493763	KDM1A	479	419	546	783	157	KDM1A	ENSG00000004487
SIN3A	25942	Anti-HDAC2 complex	12493763	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
SIN3A	25942	Anti-HDAC2 complex	12493763	GTF2I	107	67	76	176	150	GTF2I	ENSG00000263001
SIN3A	25942	Anti-HDAC2 complex	12493763	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	Anti-HDAC2 complex	12493763	CHD3	1161	811	1373	3452	1346	CHD3	ENSG00000170004
SIN3A	25942	Anti-HDAC2 complex	12493763	MTA1	471	241	238	323	139	MTA1	ENSG00000182979
SIN3A	25942	Anti-HDAC2 complex	12493763	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	Anti-HDAC2 complex	12493763	ZMYM3	973	405	409	421	174	ZMYM3	ENSG00000147130
SIN3A	25942	Anti-HDAC2 complex	12493763	GSE1	1286	915	858	1337	566	GSE1	ENSG00000131149
SIN3A	25942	Anti-HDAC2 complex	12493763	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
SIN3A	25942	Anti-HDAC2 complex	12493763	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	Anti-HDAC2 complex	12493763	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	Anti-HDAC2 complex	12493763	PHF21A	382	344	257	349	179	PHF21A	ENSG00000135365
SIN3A	25942	Anti-HDAC2 complex	12493763	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	Anti-HDAC2 complex	12493763	HMG20B	423	395	1168	1057	137	HMG20B	ENSG00000064961
SIN3A	25942	Anti-HDAC2 complex	12493763	ZMYM2	635	958	592	1131	475	ZMYM2	ENSG00000121741
SIN3A	25942	Anti-HDAC2 complex	12493763	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	SIN3B	345	706	435	621	223	SIN3B	ENSG00000127511
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	BRMS1-SIN3-HDAC complex	14581478	BRMS1	755	195	290	402	46	BRMS1	ENSG00000174744
SIN3A	25942	BRG1-SIN3A complex	11238380	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
SIN3A	25942	BRG1-SIN3A complex	11238380	PRMT5	137	30	37	91	28	PRMT5	ENSG00000100462
SIN3A	25942	BRG1-SIN3A complex	11238380	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
SIN3A	25942	BRG1-SIN3A complex	11238380	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCD3	104	86	452	65	261	SMARCD3	ENSG00000082014
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SIN3A	25942	BRG1-SIN3A complex	11238380	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCD2	1883	220	428	1282	162	SMARCD2	ENSG00000108604
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
SIN3A	25942	BRG1-SIN3A complex	11238380	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
SIN3A	25942	BRG1-SIN3A complex	11238380	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	BRM-SIN3A complex	11238380	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
SIN3A	25942	BRM-SIN3A complex	11238380	PRMT5	137	30	37	91	28	PRMT5	ENSG00000100462
SIN3A	25942	BRM-SIN3A complex	11238380	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
SIN3A	25942	BRM-SIN3A complex	11238380	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
SIN3A	25942	BRM-SIN3A complex	11238380	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCD3	104	86	452	65	261	SMARCD3	ENSG00000082014
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SIN3A	25942	BRM-SIN3A complex	11238380	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCD2	1883	220	428	1282	162	SMARCD2	ENSG00000108604
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
SIN3A	25942	BRM-SIN3A complex	11238380	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
SIN3A	25942	BRM-SIN3A complex	11238380	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	PU.1-SIN3A-HDAC complex	11593411	SPI1	46	11	53	22	48	SPI1	ENSG00000066336
SIN3A	25942	PU.1-SIN3A-HDAC complex	11593411	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	PU.1-SIN3A-HDAC complex	11593411	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SIN3-ING1b complex I	11784859	SAP18	776	161	779	1393	128	SAP18	ENSG00000150459
SIN3A	25942	SIN3-ING1b complex I	11784859	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SIN3-ING1b complex I	11784859	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SIN3-ING1b complex I	11784859	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SIN3-ING1b complex I	11784859	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SIN3-ING1b complex I	11784859	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	SIN3-ING1b complex I	11784859	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SIN3-ING1b complex I	11784859	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SIN3-ING1b complex I	11784859	ING1	289	172	104	161	44	ING1	ENSG00000153487
SIN3A	25942	SIN3-ING1b complex II	11784859	SAP18	776	161	779	1393	128	SAP18	ENSG00000150459
SIN3A	25942	SIN3-ING1b complex II	11784859	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
SIN3A	25942	SIN3-ING1b complex II	11784859	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	SIN3-ING1b complex II	11784859	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
SIN3A	25942	SIN3-ING1b complex II	11784859	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
SIN3A	25942	SIN3-ING1b complex II	11784859	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	SIN3-ING1b complex II	11784859	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
SIN3A	25942	SIN3-ING1b complex II	11784859	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SIN3-ING1b complex II	11784859	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	SIN3-ING1b complex II	11784859	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	SIN3-ING1b complex II	11784859	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SIN3A	25942	SIN3-ING1b complex II	11784859	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	SIN3-ING1b complex II	11784859	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SIN3A	25942	SIN3-ING1b complex II	11784859	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
SIN3A	25942	SIN3-ING1b complex II	11784859	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SIN3-ING1b complex II	11784859	ING1	289	172	104	161	44	ING1	ENSG00000153487
SIN3A	25942	NCOR-SIN3-RPD3 complex	9139820	SIN3B	345	706	435	621	223	SIN3B	ENSG00000127511
SIN3A	25942	NCOR-SIN3-RPD3 complex	9139820	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	NCOR-SIN3-RPD3 complex	9139820	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	NCOR-SIN3-RPD3 complex	9139820	NCOR2	1288	711	2146	1266	1126	NCOR2	ENSG00000196498
SIN3A	25942	NCOR-SIN3-HDAC1 complex	9150137	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	NCOR-SIN3-HDAC1 complex	9150137	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	NCOR-SIN3-HDAC1 complex	9150137	NCOR2	1288	711	2146	1266	1126	NCOR2	ENSG00000196498
SIN3A	25942	MeCP2-SIN3A-HDAC complex	9620804	MECP2	782	663	967	724	244	MECP2	ENSG00000169057
SIN3A	25942	MeCP2-SIN3A-HDAC complex	9620804	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	MeCP2-SIN3A-HDAC complex	9620804	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	MeCP2-SIN3A-HDAC complex	9620804	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	PRMT5	137	30	37	91	28	PRMT5	ENSG00000100462
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCA4	1707	1914	3416	3403	1090	SMARCA4	ENSG00000127616
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
SIN3A	25942	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	14559996	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	ARID1A	1332	749	1296	1467	667	ARID1A	ENSG00000117713
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	PRMT5	137	30	37	91	28	PRMT5	ENSG00000100462
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	ACTL6A	210	120	174	377	50	ACTL6A	ENSG00000136518
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCB1	646	49	333	315	46	SMARCB1	ENSG00000099956
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCC2	456	1051	759	843	445	SMARCC2	ENSG00000139613
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCC1	1388	954	1645	3548	418	SMARCC1	ENSG00000173473
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCD2	1883	220	428	1282	162	SMARCD2	ENSG00000108604
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SMARCD1	1190	271	173	392	117	SMARCD1	ENSG00000066117
SIN3A	25942	BRM-SIN3A-HDAC complex	14559996	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	MTA2 complex	12920132	MTA2	1449	458	473	776	125	MTA2	ENSG00000149480
SIN3A	25942	MTA2 complex	12920132	MBD3	736	157	271	536	101	MBD3	ENSG00000071655
SIN3A	25942	MTA2 complex	12920132	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	MTA2 complex	12920132	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	MTA2 complex	12920132	CHD4	530	413	606	551	182	CHD4	ENSG00000111642
SIN3A	25942	MTA2 complex	12920132	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	MTA2 complex	12920132	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	MTA2 complex	12920132	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	REST-CoREST-mSIN3A complex	10734093	REST	901	991	2066	1331	265	REST	ENSG00000084093
SIN3A	25942	REST-CoREST-mSIN3A complex	10734093	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	REST-CoREST-mSIN3A complex	10734093	RCOR1	494	221	388	459	170	RCOR1	ENSG00000089902
SIN3A	25942	NCOR2 complex	11013263	HDAC3	248	171	175	346	97	HDAC3	ENSG00000171720
SIN3A	25942	NCOR2 complex	11013263	NCOR1	2859	1630	1530	2710	1413	NCOR1	ENSG00000141027
SIN3A	25942	NCOR2 complex	11013263	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	NCOR2 complex	11013263	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	NCOR2 complex	11013263	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	NCOR2 complex	11013263	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	NCOR2 complex	11013263	NCOR2	1288	711	2146	1266	1126	NCOR2	ENSG00000196498
SIN3A	25942	HCF-1 complex	12670868	SETD1A	342	268	116	393	90	SETD1A	ENSG00000099381
SIN3A	25942	HCF-1 complex	12670868	OGT	2383	1102	1944	1894	681	OGT	ENSG00000147162
SIN3A	25942	HCF-1 complex	12670868	SIN3B	345	706	435	621	223	SIN3B	ENSG00000127511
SIN3A	25942	HCF-1 complex	12670868	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	HCF-1 complex	12670868	HSP90AA1	23642	8422	36189	38187	8824	HSP90AA1	ENSG00000080824
SIN3A	25942	HCF-1 complex	12670868	SP1	1385	851	1361	1861	415	SP1	ENSG00000185591
SIN3A	25942	HCF-1 complex	12670868	HSPA5	8496	2973	5151	8960	629	HSPA5	ENSG00000044574
SIN3A	25942	HCF-1 complex	12670868	HSPA8	11362	1565	3779	3216	1366	HSPA8	ENSG00000109971
SIN3A	25942	HCF-1 complex	12670868	HSPA4	2229	614	1758	1802	366	HSPA4	ENSG00000170606
SIN3A	25942	HCF-1 complex	12670868	HCFC1	1526	510	747	970	256	HCFC1	ENSG00000172534
SIN3A	25942	HCF-1 complex	12670868	WDR5	844	134	129	336	92	WDR5	ENSG00000196363
SIN3A	25942	HCF-1 complex	12670868	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	HCF-1 complex	12670868	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	HCF-1 complex	12670868	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	HCF-1 complex	12670868	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	HCF-1 complex	12670868	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	HCF-1 complex	12670868	SUDS3	746	480	1057	1253	382	SUDS3	ENSG00000111707
SIN3A	25942	HCF-1 complex	12670868	ASH2L	2463	166	186	367	120	ASH2L	ENSG00000129691
SIN3A	25942	ING2 complex	16387653	ARID4B	1273	1311	1734	1900	847	ARID4B	ENSG00000054267
SIN3A	25942	ING2 complex	16387653	SAP30	21	4	0	14	13	SAP30	ENSG00000164105
SIN3A	25942	ING2 complex	16387653	ARID4A	331	495	630	739	400	ARID4A	ENSG00000032219
SIN3A	25942	ING2 complex	16387653	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	ING2 complex	16387653	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	ING2 complex	16387653	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	ING2 complex	16387653	BRMS1L	177	21	34	45	7	BRMS1L	ENSG00000100916
SIN3A	25942	ING2 complex	16387653	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	ING2 complex	16387653	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	ING2 complex	16387653	SAP130	282	175	184	285	92	SAP130	ENSG00000136715
SIN3A	25942	ING2 complex	16387653	ING2	134	89	95	191	39	ING2	ENSG00000168556
SIN3A	25942	ING2 complex	16387653	SUDS3	746	480	1057	1253	382	SUDS3	ENSG00000111707
SIN3A	25942	ING2 complex	16387653	BRMS1	755	195	290	402	46	BRMS1	ENSG00000174744
SIN3A	25942	SKI-NCOR1-SIN3A-HDAC1 complex	10049357	NCOR1	2859	1630	1530	2710	1413	NCOR1	ENSG00000141027
SIN3A	25942	SKI-NCOR1-SIN3A-HDAC1 complex	10049357	SKI	261	310	286	460	135	SKI	ENSG00000157933
SIN3A	25942	SKI-NCOR1-SIN3A-HDAC1 complex	10049357	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SKI-NCOR1-SIN3A-HDAC1 complex	10049357	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	mSin3A complex	9150133	RBBP4	1258	318	664	1132	285	RBBP4	ENSG00000162521
SIN3A	25942	mSin3A complex	9150133	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	mSin3A complex	9150133	RBBP7	1725	340	558	967	116	RBBP7	ENSG00000102054
SIN3A	25942	mSin3A complex	9150133	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	mSin3A complex	9150133	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	mSin3A-HDAC1-HDAC2 complex	9150134	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	mSin3A-HDAC1-HDAC2 complex	9150134	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	mSin3A-HDAC1-HDAC2 complex	9150134	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	MAD1-mSin3A-HDAC2 complex	9150134	MXD1	156	77	181	352	67	MXD1	ENSG00000059728
SIN3A	25942	MAD1-mSin3A-HDAC2 complex	9150134	HDAC2	1453	382	872	1239	190	HDAC2	ENSG00000196591
SIN3A	25942	MAD1-mSin3A-HDAC2 complex	9150134	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	HERP1/HEY2-NCOR-SIN3A complex	11486045	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	HERP1/HEY2-NCOR-SIN3A complex	11486045	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	HERP1/HEY2-NCOR-SIN3A complex	11486045	HEY2	42	12	6	25	8	HEY2	ENSG00000135547
SIN3A	25942	HERP1/HEY2-NCOR-SIN3A complex	11486045	NCOR2	1288	711	2146	1266	1126	NCOR2	ENSG00000196498
SIN3A	25942	SMAD3-cSKI-SIN3A-HDAC1 complex	10575014	SKI	261	310	286	460	135	SKI	ENSG00000157933
SIN3A	25942	SMAD3-cSKI-SIN3A-HDAC1 complex	10575014	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
SIN3A	25942	SMAD3-cSKI-SIN3A-HDAC1 complex	10575014	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SMAD3-cSKI-SIN3A-HDAC1 complex	10575014	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SWI/SNF-related chromatin-remodeling complex	15696166	SMARCA2	76	185	9558	312	305	SMARCA2	ENSG00000080503
SIN3A	25942	SWI/SNF-related chromatin-remodeling complex	15696166	MECP2	782	663	967	724	244	MECP2	ENSG00000169057
SIN3A	25942	SWI/SNF-related chromatin-remodeling complex	15696166	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SWI/SNF-related chromatin-remodeling complex	15696166	SMARCE1	114	284	296	376	140	SMARCE1	ENSG00000073584
SIN3A	25942	SWI/SNF-related chromatin-remodeling complex	15696166	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	16166625	SIN3B	345	706	435	621	223	SIN3B	ENSG00000127511
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	16166625	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	16166625	BANP	86	173	83	127	64	BANP	ENSG00000172530
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B repressor complex	16166625	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	SIN3B	345	706	435	621	223	SIN3B	ENSG00000127511
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	RBL1	290	90	118	129	76	RBL1	ENSG00000080839
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	RBL2	176	252	210	285	105	RBL2	ENSG00000103479
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	HDAC1	861	427	915	1382	209	HDAC1	ENSG00000116478
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	BANP	86	173	83	127	64	BANP	ENSG00000172530
SIN3A	25942	SMAR1-HDAC1-SIN3A-SIN3B-p107-p130 repressor complex	16166625	SIN3A	1178	465	361	608	169	SIN3A	ENSG00000169375
CHD2	1106	No complex	No complex	CHD2	1312	1961	2308	1478	970	CHD2	ENSG00000173575
NR2F2	7026	No complex	No complex	NR2F2	360	1506	2268	1727	521	NR2F2	ENSG00000185551
E4F1	1877	No complex	No complex	E4F1	281	330	105	305	84	E4F1	ENSG00000167967
ZNF263	10127	No complex	No complex	ZNF263	283	139	130	300	74	ZNF263	ENSG00000006194
TFAP4	7023	No complex	No complex	TFAP4	78	77	79	174	56	TFAP4	ENSG00000090447
MAZ	4150	No complex	No complex	MAZ	75	20	17	47	7	MAZ	ENSG00000103495
ZNF423	23090	No complex	No complex	ZNF423	103	42	27	23	73	ZNF423	ENSG00000102935
CTCF	10664	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	CTCF	618	455	474	726	173	CTCF	ENSG00000102974
CTCF	10664	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	SMAD3	696	804	612	723	1422	SMAD3	ENSG00000166949
CTCF	10664	SMAD3-SMAD4-CTCF protein-DNA complex	12099698	SMAD4	782	465	396	466	122	SMAD4	ENSG00000141646
CTCF	10664	CTFC-TAF1 complex	14759373	CTCF	618	455	474	726	173	CTCF	ENSG00000102974
CTCF	10664	CTFC-TAF1 complex	14759373	SET	5112	1245	2904	4375	502	SET	ENSG00000119335
CTCF	10664	CTCF-nucleophosmin complex	14759373	NPM1	8271	1927	12668	8835	914	NPM1	ENSG00000181163
CTCF	10664	CTCF-nucleophosmin complex	14759373	CTCF	618	455	474	726	173	CTCF	ENSG00000102974
THAP11	57215	HCF1-THAP11 complex	22371484	HCFC1	1526	510	747	970	256	HCFC1	ENSG00000172534
THAP11	57215	HCF1-THAP11 complex	22371484	THAP11	124	17	66	112	18	THAP11	ENSG00000168286
THAP11	57215	HCFC1-THAP11-ZNF143 complex	26416877	HCFC1	1526	510	747	970	256	HCFC1	ENSG00000172534
THAP11	57215	HCFC1-THAP11-ZNF143 complex	26416877	ZNF143	178	110	94	144	27	ZNF143	ENSG00000166478
THAP11	57215	HCFC1-THAP11-ZNF143 complex	26416877	THAP11	124	17	66	112	18	THAP11	ENSG00000168286
HIC1	3090	HIC1-PCL3L-PCR2 complex	22315224	EED	192	104	101	166	54	EED	ENSG00000074266
HIC1	3090	HIC1-PCL3L-PCR2 complex	22315224	HIC1	33	28	15	49	21	HIC1	ENSG00000177374
HIC1	3090	HIC1-PCL3L-PCR2 complex	22315224	SUZ12	713	981	1852	1296	264	SUZ12	ENSG00000178691
HIC1	3090	HIC1-PCL3L-PCR2 complex	22315224	EZH2	243	232	78	251	159	EZH2	ENSG00000106462
HIC1	3090	HIC1-PCL3L-PCR2 complex	22315224	PHF19	157	17	34	146	18	PHF19	ENSG00000119403
MNT	4335	No complex	No complex	MNT	141	196	204	458	129	MNT	ENSG00000070444
ZNF18	7566	No complex	No complex	ZNF18	138	78	31	140	30	ZNF18	ENSG00000154957
SREBF1	6720	SEC23-SEC24-SCAP-SREBP1c complex	21836065	SEC24B	374	250	149	349	116	SEC24B	ENSG00000138802
